A3, FAM, Unknown	Cycles	Fluorescence (R)	
                	10    	1725            	
                	11    	1727            	
                	12    	1748            	
                	13    	1754            	
                	14    	1762            	
                	15    	1769            	
                	16    	1777            	
                	17    	1785            	
                	18    	1825            	
                	19    	1821            	
                	20    	1841            	
                	21    	1846            	
                	22    	1950            	
                	23    	1981            	
                	24    	1978            	
                	25    	1983            	
                	26    	1984            	
                	27    	2025            	
                	28    	2031            	
                	29    	2052            	
                	30    	2055            	
                	31    	2075            	
                	32    	2136            	
                	33    	2136            	
                	34    	2154            	
                	35    	2161            	
                	36    	2184            	
                	37    	2184            	
                	38    	2192            	
                	39    	2195            	
                	40    	2200            	
                	41    	2208            	
                	42    	2318            	
                	43    	2335            	
                	44    	2361            	
                	45    	2502            	
                	46    	2508            	
                	47    	2509            	
                	48    	2507            	
                	49    	2505            	
                	50    	2511            	

F3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	1806            	
                	2     	1820            	
                	3     	1853            	
                	4     	1841            	
                	5     	1837            	
                	6     	1826            	
                	7     	1825            	
                	8     	1833            	
                	9     	1840            	
                	10    	1873            	
                	11    	1878            	
                	12    	1881            	
                	13    	1986            	
                	14    	2023            	
                	15    	2017            	
                	16    	2021            	
                	17    	2024            	
                	18    	2025            	
                	19    	2030            	
                	20    	2043            	
                	21    	2072            	
                	22    	2082            	
                	23    	2090            	
                	24    	2104            	
                	25    	2139            	
                	26    	2150            	
                	27    	2155            	
                	28    	2164            	
                	29    	2166            	
                	30    	2172            	
                	31    	2274            	
                	32    	2276            	
                	33    	2449            	
                	34    	2437            	
                	35    	2451            	
                	36    	2455            	
                	37    	2453            	
                	38    	2448            	
                	39    	2443            	
                	40    	2445            	
                	41    	2446            	
                	42    	2449            	
                	43    	2458            	
                	44    	2469            	
                	45    	2474            	
                	46    	2539            	
                	47    	2566            	
                	48    	2588            	
                	49    	2595            	
                	50    	2616            	

G3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	1829            	
                	2     	1853            	
                	3     	1889            	
                	4     	1900            	
                	5     	1972            	
                	6     	1977            	
                	7     	1985            	
                	8     	1987            	
                	9     	1999            	
                	10    	1999            	
                	11    	2028            	
                	12    	2044            	
                	13    	2051            	
                	14    	2248            	
                	15    	2263            	
                	16    	2281            	
                	17    	2285            	
                	18    	2286            	
                	19    	2294            	
                	20    	2299            	
                	21    	2299            	
                	22    	2312            	
                	23    	2358            	
                	24    	2390            	
                	25    	2414            	
                	26    	2463            	
                	27    	2478            	
                	28    	2497            	
                	29    	2602            	
                	30    	2635            	
                	31    	2643            	
                	32    	2684            	
                	33    	2702            	
                	34    	2707            	
                	35    	2709            	
                	36    	2719            	
                	37    	2731            	
                	38    	2733            	
                	39    	2743            	
                	40    	2757            	
                	41    	2927            	
                	42    	2943            	
                	43    	2948            	
                	44    	2954            	
                	45    	2985            	
                	46    	2990            	
                	47    	2999            	
                	48    	3002            	
                	49    	3004            	
                	50    	3015            	

H3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	1694            	
                	2     	1739            	
                	3     	1759            	
                	4     	1779            	
                	5     	1844            	
                	6     	1853            	
                	7     	1880            	
                	8     	1888            	
                	9     	1902            	
                	10    	2020            	
                	11    	2020            	
                	12    	2047            	
                	13    	2053            	
                	14    	2088            	
                	15    	2087            	
                	16    	2089            	
                	17    	2098            	
                	18    	2144            	
                	19    	2159            	
                	20    	2165            	
                	21    	2173            	
                	22    	2273            	
                	23    	2424            	
                	24    	2432            	
                	25    	2427            	
                	26    	2434            	
                	27    	2430            	
                	28    	2427            	
                	29    	2472            	
                	30    	2502            	
                	31    	2505            	
                	32    	2508            	
                	33    	2517            	
                	34    	2526            	
                	35    	2526            	
                	36    	2541            	
                	37    	2548            	
                	38    	2557            	
                	39    	2555            	
                	40    	2551            	
                	41    	2556            	
                	42    	2594            	
                	43    	2606            	
                	44    	2612            	
                	45    	2608            	
                	46    	2638            	
                	47    	2642            	
                	48    	2803            	
                	49    	2809            	
                	50    	2845            	

