A3, FAM, Unknown	Cycles	Fluorescence (R)	
                	18    	3424            	
                	19    	3563            	
                	20    	3620            	
                	21    	3672            	
                	22    	3717            	
                	23    	3761            	
                	24    	3792            	
                	25    	3833            	
                	26    	3954            	
                	27    	3998            	
                	28    	4706            	
                	29    	4723            	
                	30    	4742            	
                	31    	4886            	
                	32    	4912            	
                	33    	4966            	
                	34    	4982            	
                	35    	5004            	
                	36    	5301            	
                	37    	5328            	
                	38    	5342            	
                	39    	5350            	
                	40    	5366            	
                	41    	5366            	
                	42    	5398            	
                	43    	5420            	
                	44    	5424            	
                	45    	5424            	
                	46    	5464            	
                	47    	5487            	
                	48    	5521            	
                	49    	5535            	
                	50    	5571            	

D3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	3015            	
                	2     	3058            	
                	3     	3095            	
                	4     	3141            	
                	5     	3178            	
                	6     	3214            	
                	7     	3251            	
                	8     	3376            	
                	9     	3412            	
                	10    	3670            	
                	11    	3738            	
                	12    	3777            	
                	13    	3805            	
                	14    	3852            	
                	15    	3893            	
                	16    	3926            	
                	17    	3965            	
                	18    	4002            	
                	19    	4041            	
                	20    	4082            	
                	21    	4241            	
                	22    	4291            	
                	23    	4332            	
                	24    	4417            	
                	25    	4470            	
                	26    	4502            	
                	27    	4536            	
                	28    	4629            	
                	29    	4651            	
                	30    	4741            	
                	31    	4766            	
                	32    	4856            	
                	33    	5013            	
                	34    	5061            	
                	35    	5096            	
                	36    	5132            	
                	37    	5177            	
                	38    	5211            	
                	39    	5208            	
                	40    	5326            	
                	41    	5351            	
                	42    	5418            	
                	43    	5494            	
                	44    	5521            	
                	45    	5556            	
                	46    	5578            	
                	47    	5613            	
                	48    	5705            	
                	49    	5767            	
                	50    	5780            	

E3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	3094            	
                	2     	3124            	
                	3     	3241            	
                	4     	3269            	
                	5     	3431            	
                	6     	3480            	
                	7     	3533            	
                	8     	3561            	
                	9     	3668            	
                	10    	3691            	
                	11    	3859            	
                	12    	3899            	
                	13    	3941            	
                	14    	3963            	
                	15    	3997            	
                	16    	4045            	
                	17    	4095            	
                	18    	4161            	
                	19    	4196            	
                	20    	4237            	
                	21    	4293            	
                	22    	4393            	
                	23    	4572            	
                	24    	4590            	
                	25    	5156            	
                	26    	5178            	
                	27    	5191            	
                	28    	5191            	
                	29    	5202            	
                	30    	5223            	
                	31    	5251            	
                	32    	5275            	
                	33    	5329            	
                	34    	5358            	
                	35    	5681            	
                	36    	5692            	
                	37    	5710            	
                	38    	5692            	
                	39    	5714            	
                	40    	5775            	
                	41    	5849            	
                	42    	5956            	
                	43    	6062            	
                	44    	6122            	
                	45    	6198            	
                	46    	6224            	
                	47    	6250            	
                	48    	6289            	
                	49    	6300            	
                	50    	6337            	

F3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	2836            	
                	2     	2871            	
                	3     	2909            	
                	4     	3010            	
                	5     	3064            	
                	6     	3092            	
                	7     	3202            	
                	8     	3236            	
                	9     	3298            	
                	10    	3324            	
                	11    	3407            	
                	12    	3687            	
                	13    	3853            	
                	14    	3969            	
                	15    	3990            	
                	16    	4020            	
                	17    	4044            	
                	18    	4063            	
                	19    	4094            	
                	20    	4135            	
                	21    	4177            	
                	22    	4209            	
                	23    	4251            	
                	24    	4318            	
                	25    	4355            	
                	26    	4352            	
                	27    	4369            	
                	28    	4388            	
                	29    	4442            	
                	30    	4480            	
                	31    	4506            	
                	32    	4521            	
                	33    	4539            	
                	34    	4586            	
                	35    	4608            	
                	36    	4644            	
                	37    	4709            	
                	38    	4735            	
                	39    	4792            	
                	40    	4990            	
                	41    	5125            	
                	42    	5431            	
                	43    	5461            	
                	44    	5496            	
                	45    	5532            	
                	46    	5558            	
                	47    	5626            	
                	48    	5652            	
                	49    	5793            	
                	50    	5811            	

G3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	2634            	
                	2     	2692            	
                	3     	2730            	
                	4     	2750            	
                	5     	2870            	
                	6     	2901            	
                	7     	2939            	
                	8     	2970            	
                	9     	3000            	
                	10    	3026            	
                	11    	3048            	
                	12    	3093            	
                	13    	3131            	
                	14    	3158            	
                	15    	3350            	
                	16    	3571            	
                	17    	3601            	
                	18    	3628            	
                	19    	3718            	
                	20    	3749            	
                	21    	3815            	
                	22    	3847            	
                	23    	3886            	
                	24    	3919            	
                	25    	3944            	
                	26    	3977            	
                	27    	4001            	
                	28    	4300            	
                	29    	4314            	
                	30    	4335            	
                	31    	4372            	
                	32    	4386            	
                	33    	4422            	
                	34    	4469            	
                	35    	4484            	
                	36    	4517            	
                	37    	4561            	
                	38    	4684            	
                	39    	4717            	
                	40    	4739            	
                	41    	4767            	
                	42    	4790            	
                	43    	4830            	
                	44    	4859            	
                	45    	4887            	
                	46    	4929            	
                	47    	4925            	
                	48    	4970            	
                	49    	4985            	
                	50    	5248            	

H3, FAM, Unknown	Cycles	Fluorescence (R)	
                	1     	2398            	
                	2     	2436            	
                	3     	2490            	
                	4     	2538            	
                	5     	2586            	
                	6     	2663            	
                	7     	2724            	
                	8     	2764            	
                	9     	2783            	
                	10    	2822            	
                	11    	2881            	
                	12    	2912            	
                	13    	2943            	
                	14    	2968            	
                	15    	3065            	
                	16    	3093            	
                	17    	3142            	
                	18    	3167            	
                	19    	3202            	
                	20    	3219            	
                	21    	3260            	
                	22    	3300            	
                	23    	3335            	
                	24    	3368            	
                	25    	3478            	
                	26    	3575            	
                	27    	3711            	
                	28    	3736            	
                	29    	3760            	
                	30    	3812            	
                	31    	3869            	
                	32    	3901            	
                	33    	3903            	
                	34    	3937            	
                	35    	4103            	
                	36    	4146            	
                	37    	4228            	
                	38    	4511            	
                	39    	4536            	
                	40    	4574            	
                	41    	4589            	
                	42    	4631            	
                	43    	4654            	
                	44    	4679            	
                	45    	4696            	
                	46    	4727            	
                	47    	4752            	
                	48    	4777            	
                	49    	4806            	
                	50    	4831            	

